Title,Genre,ReleaseYear,Rating,Votes,RevenueMillions,MovieScore
Movie 9567,Comedy,2017,6.4,10052,72.11,66.1910088089947
Movie 9568,Comedy,2005,6.9,95912,187.97,97.94825798594451
Movie 9569,Comedy,1984,6.8,52717,42.98,78.2324431788901
Movie 9570,Comedy,2001,5.6,17358,245.2,79.18645174406387
Movie 9571,Drama,1992,5.3,51623,234.87,81.00123238596308
Movie 9572,Comedy,2015,7.1,14951,257.15,93.96446247886132
Movie 9573,Comedy,1989,7.4,98749,96.8,94.78256545244892
Movie 9574,Action,1991,6.1,23466,15.59,62.94543779332783
Movie 9575,Drama,2007,8.8,19601,40.53,91.02680455129631
Movie 9576,Drama,1981,6.8,83666,217.66,98.841279411811
Movie 9577,Drama,2017,6.5,5622,287.39,84.86403395389931
Movie 9578,Horror,2020,5.6,32387,200.49,78.20804227171362
Movie 9579,Drama,2005,6.5,2972,75.37,59.519624349487636
Movie 9580,Comedy,2001,4.0,78498,69.81,52.064364659343426
Movie 9581,Horror,2001,5.7,43866,90.81,70.00783036537524
Movie 9582,Action,1999,6.8,28907,78.12,77.66074083633953
Movie 9583,Action,2012,5.7,68747,62.96,69.7837566679205
Movie 9584,Drama,1987,4.8,92773,276.41,82.5430241941034
Movie 9585,Comedy,1988,7.4,69763,241.92,106.72326313327534
Movie 9586,Comedy,2015,6.8,45212,288.4,101.73015155859693
Movie 9587,Comedy,1990,6.0,12605,70.21,63.67256902043833
Movie 9588,Drama,1994,6.8,46039,140.3,87.04340786728358
Movie 9589,Comedy,1993,8.0,82680,117.3,102.31196086836783
Movie 9590,Horror,1984,9.0,97705,108.66,114.2734642376917
Movie 9591,Action,1987,7.2,66245,29.48,82.87613862560377
Movie 9592,Comedy,1999,7.9,62423,270.07,114.23647025679313
Movie 9593,Comedy,2017,7.1,96096,103.76,91.83510497662415
Movie 9594,Action,2006,3.9,3791,20.06,34.144530567162164
Movie 9595,Horror,1999,7.1,61336,260.17,104.28838355408809
Movie 9596,Comedy,1985,9.6,42448,295.73,131.8711628896255
Movie 9597,Action,1989,2.9,44888,186.84,49.74864935906943
Movie 9598,Drama,1985,6.0,59381,202.01,86.15147857474847
Movie 9599,Comedy,2001,7.0,46854,217.22,97.00569103890547
Movie 9600,Action,1994,7.7,45502,5.63,83.14960823360194
Movie 9601,Horror,1995,7.5,53842,219.34,103.63770762565045
Movie 9602,Horror,1988,7.5,86779,7.04,85.98748594514255
Movie 9603,Comedy,1985,6.5,84420,253.08,99.04121452120367
Movie 9604,Horror,2015,7.7,89818,173.1,105.13274896165453
Movie 9605,Comedy,2005,8.0,72780,223.38,111.89968168888183
Movie 9606,Action,1984,5.3,72877,291.49,88.49067307268723
Movie 9607,Horror,2020,9.7,90469,134.44,124.14790375529192
Movie 9608,Drama,2013,6.7,51809,37.66,76.4967676807192
Movie 9609,Drama,1982,4.3,7962,154.0,54.02501269670701
Movie 9610,Comedy,2007,3.5,42385,153.41,52.63200689305781
Movie 9611,Drama,1998,5.2,82094,162.82,75.12328843967987
Movie 9612,Action,2023,5.5,87244,195.86,82.15661542507782
Movie 9613,Comedy,1984,8.8,1306,91.71,72.31530947989316
Movie 9614,Drama,2022,7.1,57800,94.37,87.28680562439696
Movie 9615,Comedy,2023,6.8,34685,32.41,74.32882169891161
Movie 9616,Action,1986,7.3,51323,156.84,94.85917043350884
Movie 9617,Comedy,2019,4.3,22930,221.74,65.34705343933125
Movie 9618,Action,1992,5.5,5468,159.41,63.27868084840725
Movie 9619,Action,1998,7.5,22785,20.89,77.34326193443546
Movie 9620,Drama,2003,8.3,40981,295.85,117.73837226664327
Movie 9621,Action,1980,5.0,91778,273.67,84.50269396134753
Movie 9622,Drama,1999,3.8,13517,188.33,54.97775415670914
Movie 9623,Comedy,2005,6.6,79244,236.36,98.08597734855906
Movie 9624,Comedy,1997,5.8,83979,180.42,83.80433693458147
Movie 9625,Drama,2012,7.7,67861,181.65,103.82928262967332
Movie 9626,Action,2011,8.6,29792,190.68,107.66544721191461
Movie 9627,Horror,2006,7.8,18497,214.12,98.0502595974908
Movie 9628,Comedy,1995,9.0,83278,20.01,103.97056525978655
Movie 9629,Comedy,1994,6.9,60338,132.27,89.18036418476719
Movie 9630,Comedy,2021,6.7,37011,200.8,90.55728300457177
Movie 9631,Drama,2010,7.1,30452,160.55,89.35497251221304
Movie 9632,Drama,2021,8.3,88998,252.73,119.8629574253776
Movie 9633,Comedy,2007,8.1,82826,17.07,93.4355259308181
Movie 9634,Action,2008,6.3,53691,143.4,82.95342154972741
Movie 9635,Drama,2015,6.5,69581,17.59,74.23569774920092
Movie 9636,Comedy,2007,8.0,86982,287.86,119.77374380995484
Movie 9637,Horror,1980,4.7,91669,115.37,65.23896711949236
Movie 9638,Drama,2005,6.9,42601,204.53,94.00462970863438
Movie 9639,Drama,1985,3.9,71704,58.66,49.469231460736914
Movie 9640,Action,1984,3.9,24325,293.65,68.75227396309569
Movie 9641,Drama,2013,5.0,30707,84.34,60.09539242973895
Movie 9642,Action,1990,4.8,98352,35.29,58.71132796795126
Movie 9643,Action,2008,8.0,99508,203.08,112.37202697053945
Movie 9644,Action,2016,7.1,10452,102.32,75.93997451248221
Movie 9645,Action,1993,4.8,69846,13.77,54.9164995900126
Movie 9646,Action,1986,8.2,53097,203.95,109.61013524224558
Movie 9647,Comedy,2022,5.1,45461,226.02,77.29762366491308
Movie 9648,Horror,2022,6.6,42619,258.05,96.1615207773072
Movie 9649,Action,1989,9.8,31275,215.89,123.02494183059518
Movie 9650,Action,1990,6.0,6320,235.79,76.08879621483379
Movie 9651,Action,1986,7.1,47532,115.95,88.05617434809308
Movie 9652,Action,1988,7.8,64852,109.61,97.38405190435272
Movie 9653,Comedy,2002,4.0,77552,48.43,49.87786741030395
Movie 9654,Comedy,2000,5.7,58718,86.18,71.20695620907262
Movie 9655,Action,2008,5.7,15908,276.69,82.81444951508986
Movie 9656,Horror,2006,7.3,85797,33.87,86.31318211882174
Movie 9657,Horror,2011,7.6,22071,102.23,86.23869488081812
Movie 9658,Drama,2018,6.9,63290,249.91,101.27393908370964
Movie 9659,Horror,2017,4.1,43583,48.9,48.68802609698765
Movie 9660,Drama,2008,6.0,73499,110.54,78.28424411120557
Movie 9661,Drama,2006,6.3,42191,115.63,78.65791122413633
Movie 9662,Horror,2013,5.4,60528,116.92,71.15074048728502
Movie 9663,Comedy,2000,6.8,25306,99.11,78.85508695076315
Movie 9664,Horror,2000,8.5,42025,49.02,95.39337190350574
Movie 9665,Comedy,2020,4.3,72904,77.35,55.881723761826656
Movie 9666,Drama,1982,5.2,86647,223.85,81.50696791028099
Movie 9667,Comedy,1998,6.3,15185,130.35,73.69221414757104
Movie 9668,Comedy,2001,6.2,3976,86.3,60.017354880287684
Movie 9669,Drama,1981,5.0,98688,161.09,73.60764385187919
Movie 9670,Comedy,2015,5.6,57306,65.2,67.87459713202554
Movie 9671,Drama,1999,4.3,63026,257.45,73.26566948546446
Movie 9672,Horror,1999,6.7,14519,18.34,66.04199133213787
Movie 9673,Horror,2012,6.7,57056,25.87,75.96410051590347
Movie 9674,Horror,1991,5.6,97716,13.49,65.6920526196716
Movie 9675,Action,1988,8.0,97461,295.23,121.42074269941139
Movie 9676,Action,1991,7.2,44033,185.36,95.52356486076646
Movie 9677,Horror,1982,7.4,53338,181.35,98.67973056928756
Movie 9678,Action,2017,4.9,59743,180.61,71.9503378270731
Movie 9679,Action,1997,6.5,74379,53.09,78.2191253886139
Movie 9680,Drama,1981,6.2,38616,9.65,66.44597681264149
Movie 9681,Horror,1984,6.1,7413,161.17,70.47486484063512
Movie 9682,Comedy,2000,4.5,65037,277.2,77.59227147048625
Movie 9683,Comedy,2021,4.2,65171,25.62,49.11809787285595
Movie 9684,Action,1989,7.7,97718,298.19,118.29085494839714
Movie 9685,Comedy,2011,5.1,44153,234.22,77.96873789098873
Movie 9686,Action,2021,8.0,24404,190.72,99.89234646656999
Movie 9687,Horror,1982,6.2,56319,289.11,96.73159094315794
Movie 9688,Drama,2014,6.9,76305,275.27,105.10029727286735
Movie 9689,Drama,2006,7.8,58439,149.65,100.57589575374416
Movie 9691,Comedy,2021,7.5,11539,268.8,97.03180905046568
Movie 9692,Drama,2013,4.5,43102,206.23,68.64406545657067
Movie 9693,Horror,1990,7.4,20408,137.2,87.15561131669746
Movie 9694,Drama,1996,6.2,61895,90.27,77.4329071846216
Movie 9695,Comedy,2019,8.9,38418,259.26,119.87713593007372
Movie 9696,Drama,1991,7.3,8373,142.4,80.18007471002734
Movie 9697,Drama,2013,4.1,26470,162.88,58.0416007998119
Movie 9698,Action,1987,9.3,57197,229.05,124.77975016901121
Movie 9699,Horror,1993,6.8,49015,224.82,95.92133396995733
Movie 9700,Horror,2015,7.1,41226,92.58,84.70862548956478
Movie 9701,Action,2018,8.7,41814,173.56,109.93279053059595
Movie 9702,Comedy,1993,7.2,22332,221.27,94.22650892638742
Movie 9703,Horror,1986,8.4,58073,77.61,99.904576042368
Movie 9704,Horror,1992,6.9,96849,71.02,86.3203388149625
Movie 9705,Action,1991,5.7,27737,42.95,62.6091839813328
Movie 9706,Comedy,2002,5.2,79934,174.84,76.18663923367475
Movie 9707,Action,1996,8.5,81989,181.76,114.3479968245169
Movie 9708,Horror,1995,7.8,30914,84.19,89.06317489954282
Movie 9709,Action,1988,8.7,40646,277.82,120.1123187101765
Movie 9710,Drama,1994,2.8,9005,247.83,50.27880964241225
Movie 9711,Drama,2001,9.5,82380,188.73,126.40454601445802
Movie 9712,Action,1989,6.1,82720,53.75,74.44669554972864
Movie 9713,Action,2016,5.8,39456,60.56,67.43720715191779
Movie 9714,Action,2017,5.5,5116,248.97,71.868779848428
Movie 9715,Comedy,2018,7.4,25915,26.3,77.83335705001687
Movie 9716,Action,1992,5.3,10006,147.6,63.57851267357941
Movie 9717,Horror,1995,5.2,96347,281.68,87.84175396305795
Movie 9718,Horror,1986,8.0,76687,117.46,101.7260041711953
Movie 9719,Horror,1983,3.5,32982,103.59,46.77211644669068
Movie 9720,Comedy,1991,3.6,23154,21.14,38.29387766809347
Movie 9721,Drama,1995,8.1,74377,218.85,112.74201537316813
Movie 9722,Drama,1988,7.6,62025,163.43,100.21134787530568
Movie 9723,Horror,2017,5.9,92963,167.08,84.20380884247743
Movie 9724,Drama,1991,6.1,73241,1.2,68.44929826597692
Movie 9725,Action,1982,7.0,96513,220.68,102.41010348167171
Movie 9726,Comedy,1980,5.6,2603,163.13,60.355902418639374
Movie 9727,Horror,1992,7.5,45971,210.8,101.59840845866486
Movie 9728,Drama,2004,6.6,67925,284.57,101.88974943162069
Movie 9729,Action,1982,7.6,89261,111.47,97.78191669732827
Movie 9730,Horror,2003,8.8,1270,186.12,81.5105215864672
Movie 9731,Horror,1989,6.2,97622,58.15,77.0459840823339
Movie 9732,Horror,2013,3.7,89509,49.26,47.11379083050044
Movie 9733,Horror,1992,8.5,56219,100.9,103.05473667791445
Movie 9734,Action,2007,6.9,45478,44.66,78.46854112355732
Movie 9735,Drama,2022,6.4,94484,17.99,75.11865677263451
Movie 9736,Comedy,2004,8.1,30453,91.09,92.73317828194548
Movie 9737,Drama,2015,4.3,30578,147.83,59.193695744697045
Movie 9738,Horror,2015,5.0,50845,174.68,71.6507836782455
Movie 9739,Comedy,1986,7.0,78902,100.5,88.98182170247362
Movie 9740,Drama,2016,8.4,989,296.46,87.58672152228054
Movie 9741,Drama,1994,3.6,1116,206.68,45.93424647664912
Movie 9742,Action,1992,5.0,45888,245.38,78.20790357955762
Movie 9743,Action,1995,4.7,85368,161.31,69.49827008622921
Movie 9744,Drama,1981,2.7,31404,237.76,51.7337504661989
Movie 9745,Action,2006,4.6,16825,140.23,58.784130705309494
Movie 9746,Action,1986,6.0,64435,271.89,93.62956657270712
Movie 9747,Drama,1980,7.9,23814,62.81,85.8977602145562
Movie 9748,Action,2003,5.8,29121,211.13,80.73264525137093
Movie 9749,Drama,2019,6.0,68285,248.71,91.65976027905967
Movie 9750,Action,1989,6.9,25025,58.62,75.7429268876325
Movie 9751,Comedy,2010,6.8,55818,28.08,77.13111322698677
Movie 9752,Action,1987,5.8,34420,287.43,89.33224830887448
Movie 9753,Action,2011,10.2,54494,217.55,132.99481517989878
Movie 9754,Action,1990,6.8,51194,257.86,99.52110062006064
Movie 9755,Drama,1991,7.0,98089,224.89,102.94448492490852
Movie 9756,Comedy,2007,8.0,80970,183.87,108.8017707588566
Movie 9757,Horror,1982,8.2,79196,95.88,102.08148832603719
Movie 9758,Horror,2000,7.9,74148,17.97,90.38627170425791
Movie 9759,Comedy,2005,5.6,56801,179.15,79.2200301659989
Movie 9760,Drama,2021,5.5,98881,200.58,83.31725374463299
Movie 9761,Comedy,1988,7.5,14927,277.25,99.80745442315344
Movie 9762,Comedy,2004,6.1,24141,72.97,68.85642088169253
Movie 9763,Horror,2002,5.4,39187,197.51,76.86207962490847
Movie 9764,Drama,2017,7.1,34866,259.3,100.19100232511303
Movie 9765,Action,1991,6.2,19953,160.48,77.43534640153541
Movie 9766,Action,1991,5.3,93613,221.11,82.77975668683104
Movie 9767,Horror,1992,5.7,9714,73.83,59.71713026232579
Movie 9768,Action,2018,6.4,55636,146.96,84.62626384985073
Movie 9769,Drama,2023,7.2,80389,55.27,86.84844449911846
Movie 9770,Action,2018,6.3,60058,197.39,89.05842095570696
Movie 9771,Horror,2004,5.4,4257,57.16,50.8413961654485
Movie 9772,Comedy,2007,4.7,10318,86.87,52.12318803504387
Movie 9773,Comedy,2018,5.6,47251,185.4,78.8142014563831
Movie 9774,Action,2021,9.6,36442,53.81,106.21464488094335
Movie 9775,Horror,1981,7.5,53107,105.06,92.10662141261845
Movie 9776,Horror,2003,6.4,46187,18.17,70.5560419396592
Movie 9777,Action,1998,6.1,75168,169.16,85.40371456451174
Movie 9778,Drama,1996,9.0,54206,124.89,110.59408797341948
Movie 9779,Drama,2007,4.3,59363,164.21,63.68420602236755
Movie 9780,Horror,2006,7.9,24256,296.94,109.45603806459125
Movie 9781,Comedy,2013,7.6,26527,40.78,81.49126604030616
Movie 9782,Horror,2009,6.0,15227,164.99,74.28434670501434
Movie 9783,Action,1987,5.4,27333,179.67,73.13278778863364
Movie 9784,Comedy,2017,4.9,77230,252.06,80.35332542809654
Movie 9785,Comedy,2014,8.8,54467,159.11,111.8782441397513
Movie 9786,Action,2012,8.3,50611,47.28,94.63313504486598
Movie 9787,Comedy,1998,9.2,62269,153.69,116.92996244037177
Movie 9788,Comedy,2017,7.9,71310,135.47,101.82796639040107
Movie 9789,Comedy,1982,7.2,84455,216.63,103.33969896722061
Movie 9790,Horror,2004,7.0,40282,10.25,75.25079375895989
Movie 9791,Drama,2005,5.2,50127,201.14,76.39014206859827
Movie 9792,Horror,2013,9.3,11274,42.57,91.02919142864918
Movie 9793,Horror,1989,8.1,26143,120.8,94.4681374810438
Movie 9794,Horror,1985,6.5,24626,209.51,86.67639142660644
Movie 9795,Action,2014,6.6,98214,182.21,94.08743393231128
Movie 9796,Comedy,2022,6.1,38776,29.85,67.43505365467767
Movie 9797,Horror,1999,4.9,52645,73.48,60.61759315220679
Movie 9798,Action,2000,5.9,16094,223.63,79.51195726802416
Movie 9799,Comedy,1992,6.8,52294,277.91,101.6706610936809
Movie 9800,Drama,2020,7.6,30492,1.19,78.59091845323886
Movie 9801,Horror,2011,8.7,52868,171.03,111.72048018217257
Movie 9802,Horror,2011,7.5,42046,53.8,85.22907489413117
Movie 9803,Action,2022,6.7,2108,139.62,65.24359350920778
Movie 9804,Drama,1991,7.4,10384,146.47,83.08307124869559
Movie 9805,Drama,1989,6.3,45953,276.33,95.26599590336717
Movie 9806,Action,2005,5.7,60959,2.0,63.00244718505502
Movie 9807,Horror,1982,9.3,97865,112.18,118.0875966178914
Movie 9808,Comedy,2008,4.3,69511,100.72,58.01379511763189
Movie 9809,Drama,1998,3.5,9380,82.28,40.24054576144083
Movie 9810,Horror,1998,5.9,44923,292.65,92.47009196728926
Movie 9812,Action,2007,6.0,44646,141.13,78.35225436878576
Movie 9813,Comedy,1989,5.0,73081,60.33,62.02968688693107
Movie 9814,Action,2003,5.9,5625,288.05,79.75240853539384
Movie 9815,Action,2008,6.3,17115,247.94,86.20494455848126
Movie 9816,Drama,1984,6.2,31748,232.19,87.48582234812338
Movie 9817,Drama,2014,7.7,9299,172.73,87.63382652938837
Movie 9818,Horror,2014,9.0,77985,161.81,117.55956142144241
Movie 9819,Horror,2017,9.1,43218,258.43,122.97672298044716
Movie 9820,Comedy,1996,7.1,6358,2.21,62.40014751999859
Movie 9821,Drama,2007,7.6,18819,218.4,96.64433313985923
Movie 9822,Drama,1986,4.4,69700,281.82,77.25066775293116
Movie 9823,Comedy,1991,8.8,99952,271.19,128.42860711947336
Movie 9824,Horror,1995,4.8,51706,225.24,74.62007254967816
Movie 9825,Comedy,1988,6.0,17556,77.87,66.42624805861526
Movie 9826,Horror,1993,7.9,34619,138.32,96.40427594696858
Movie 9827,Comedy,2013,6.3,8089,38.91,60.58081926333099
Movie 9828,Comedy,1986,2.8,63457,290.72,60.034773936430035
Movie 9829,Action,2002,8.7,96073,168.07,116.62100385954173
Movie 9830,Action,2012,5.3,34152,130.41,68.3656102570171
Movie 9831,Drama,2013,9.0,78678,94.27,110.88518406440807
Movie 9832,Action,2013,6.8,30152,115.94,81.72946995791136
Movie 9833,Drama,2014,5.8,83897,168.58,82.61467091475966
Movie 9834,Action,2015,7.4,73705,106.43,93.58101219632533
Movie 9835,Horror,2008,6.7,22210,127.74,79.829897702278
Movie 9836,Action,2000,8.0,57128,65.16,94.14053718101542
Movie 9837,Comedy,1985,7.3,64406,130.79,93.91173649341502
Movie 9838,Action,1992,5.6,98910,83.12,72.72306411535024
Movie 9839,Comedy,2000,8.8,71194,26.89,101.01296525789286
Movie 9840,Horror,2018,4.0,85827,152.6,60.70040229025989
Movie 9841,Drama,1991,6.1,45753,174.12,82.87131044131195
Movie 9842,Action,2019,7.6,50976,6.91,83.06838670489968
Movie 9843,Comedy,1980,5.6,9679,120.43,63.43877620951548
Movie 9844,Horror,2005,6.6,56100,202.02,92.37239884998148
Movie 9845,Drama,2013,7.8,41674,1.85,83.15872231942815
Movie 9846,Drama,2008,7.9,39289,207.25,104.29692996916481
Movie 9847,Comedy,1997,4.8,48980,199.81,71.81710118461251
Movie 9848,Action,2012,8.2,24063,260.34,108.75947225934644
Movie 9849,Horror,1988,8.1,66425,174.56,107.39713498320893
Movie 9850,Horror,2018,7.2,89023,112.01,93.25696118203842
Movie 9851,Action,1996,5.8,49760,226.31,85.35792357731009
Movie 9852,Action,2008,7.2,57609,250.86,104.00845038763029
Movie 9853,Horror,2018,7.2,59875,194.63,98.66322345945292
Movie 9854,Drama,1990,7.4,48446,47.02,84.5348701496391
Movie 9855,Action,2007,4.5,82753,264.85,77.44132433697833
Movie 9856,Drama,2018,7.5,17247,31.89,76.35488605281543
Movie 9857,Action,2014,6.2,60778,264.65,94.75799760404047
Movie 9858,Action,2012,7.7,54152,286.08,112.5346786246856
Movie 9859,Drama,1982,6.7,17158,256.2,90.94686324511366
Movie 9860,Horror,2008,3.1,26567,166.8,48.26113456547541
Movie 9861,Action,1991,4.6,14222,290.06,72.99403199722305
Movie 9862,Horror,1987,6.7,26447,11.89,69.4146699944074
Movie 9863,Horror,1988,6.1,19317,148.74,75.07363475470936
Movie 9864,Action,2007,8.1,47016,184.0,105.54194259111341
Movie 9865,Action,2015,9.9,50853,167.81,124.0644692050532
Movie 9866,Drama,1981,9.2,64958,82.31,110.18090654178125
Movie 9867,Comedy,2019,7.8,74474,50.97,92.59910646513556
Movie 9868,Drama,2004,9.0,59983,18.56,100.87249825078123
Movie 9869,Comedy,2006,6.7,88947,35.2,79.87190829560545
Movie 9870,Horror,1992,7.5,20474,258.67,100.31919931540953
Movie 9871,Drama,1983,6.9,11552,160.18,80.56543291513283
Movie 9872,Drama,2015,9.2,31827,194.76,114.8625354973763
Movie 9873,Comedy,1982,6.0,87614,43.72,72.65624497085513
Movie 9874,Horror,1981,8.8,32851,66.8,98.19795756276872
Movie 9875,Horror,2012,5.7,85592,231.15,87.85194506358499
Movie 9876,Horror,2010,7.2,85136,183.97,100.13152241929305
Movie 9877,Drama,2022,10.1,224,185.61,73.26361406226465
Movie 9878,Comedy,1995,5.2,65277,175.21,75.17033382995153
Movie 9879,Comedy,2008,7.1,72024,15.93,81.00485677566438
Movie 9880,Action,1987,7.0,12755,177.46,83.92229919690965
Movie 9881,Comedy,2009,6.9,43195,104.18,84.0651719237333
Movie 9882,Action,2008,9.1,60239,83.11,108.46643594851136
Movie 9883,Horror,1987,7.0,4674,166.83,75.8328910920595
Movie 9884,Drama,1999,7.5,47243,218.95,102.61810705548804
Movie 9885,Comedy,1980,7.1,88184,150.88,95.9370643324817
Movie 9886,Drama,2014,4.4,96076,43.24,54.80478302206003
Movie 9887,Action,2008,8.8,3905,198.37,92.6153681806423
Movie 9888,Horror,1981,7.6,15598,155.38,88.9157118735034
Movie 9889,Horror,1994,7.9,76130,193.84,108.18166547515786
Movie 9890,Comedy,2018,5.4,24841,49.95,59.644571659762356
Movie 9891,Horror,2020,6.3,69359,170.34,87.26051335216286
Movie 9892,Drama,2016,5.1,86958,51.54,63.157279313163656
Movie 9893,Action,2000,8.2,44943,292.35,117.083014904621
Movie 9894,Comedy,2020,6.5,28328,141.7,80.80566841055267
Movie 9895,Comedy,2016,5.6,60556,106.49,72.31250595571984
Movie 9896,Drama,2020,7.2,86628,195.56,101.41560736260057
Movie 9897,Action,2011,6.7,36750,35.71,74.00086879153936
Movie 9898,Horror,2020,7.3,1657,245.34,78.65158155057526
Movie 9899,Comedy,2008,6.7,62204,63.52,80.30787743103558
Movie 9900,Action,2006,4.2,15533,197.7,60.30330308571429
Movie 9901,Comedy,2008,8.3,1148,212.64,79.75117240614468
Movie 9902,Comedy,1990,6.4,77040,31.08,75.12139537060963
Movie 9903,Action,1992,7.0,85066,106.91,90.14936122190598
Movie 9904,Horror,2002,3.7,87220,251.18,67.20994150438779
Movie 9905,Comedy,1987,6.5,21485,287.7,93.60851945497217
Movie 9906,Comedy,2000,6.6,60851,88.26,81.53291977284792
Movie 9907,Drama,2000,6.5,54912,281.59,99.09678505864392
Movie 9908,Drama,2013,10.0,60962,102.72,120.45222401748055
Movie 9909,Horror,2021,5.0,27806,97.3,60.895215332719715
Movie 9910,Action,2003,3.3,6511,32.17,32.19562629535184
Movie 9911,Horror,2018,8.1,57648,132.94,102.08723825389319
Movie 9912,Comedy,2023,3.4,80842,132.55,51.675898555979366
Movie 9913,Action,2005,8.0,4129,185.23,85.13126148764063
Movie 9914,Comedy,2019,6.8,7097,91.04,69.40346466580381
Movie 9915,Action,1991,7.2,94475,49.08,87.39192801340177
Movie 9916,Drama,1993,5.0,63031,118.06,67.06298906462762
Movie 9917,Drama,1987,6.9,87822,67.45,85.28824305977808
Movie 9918,Action,2007,6.1,94544,262.67,96.15367026275345
Movie 9919,Horror,2015,5.4,29774,170.85,72.7126917288069
Movie 9920,Drama,1990,4.9,14024,190.18,65.8061239789154
Movie 9921,Comedy,2004,8.6,48596,107.52,103.55732688445893
Movie 9922,Comedy,1982,8.6,20892,43.85,89.93065730115137
Movie 9923,Action,2003,6.4,66966,115.64,82.68051353422928
Movie 9924,Comedy,1999,4.5,83059,49.38,55.91093332733136
Movie 9925,Drama,2018,5.9,8302,121.2,65.36379582814598
Movie 9926,Comedy,2007,5.7,45623,11.31,62.28167828516734
Movie 9927,Comedy,1984,4.9,5642,163.89,58.71603847804879
Movie 9928,Horror,2023,3.5,95803,226.59,62.80420900859258
Movie 9929,Drama,1983,8.0,74742,221.67,111.94148673106376
Movie 9930,Horror,2016,5.7,61909,185.02,81.39259088012568
Movie 9931,Comedy,1992,8.0,59108,34.47,91.34410780851262
